"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00652","organizar","GAV 070","CEUFMS10925","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00652","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00653","organizar","GAV 070","CEUFMS10926","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00653","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00654","organizar","GAV 070","CEUFMS10928","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00654","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00655","organizar","GAV 070","CEUFMS10929","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00655","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00656","organizar","GAV 070","CEUFMS10930","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00656","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00657","organizar","GAV 070","CEUFMS10931","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00657","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00658","organizar","GAV 070","CEUFMS10932","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00658","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00659","organizar","GAV 070","CEUFMS10933","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00659","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00660","organizar","GAV 070","CEUFMS10934","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00660","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00661","organizar","GAV 070","CEUFMS10935","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00661","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00662","organizar","GAV 070","CEUFMS10936","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00662","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00663","organizar","GAV 070","CEUFMS10937","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00663","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00664","organizar","GAV 070","CEUFMS10938","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00664","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00665","organizar","GAV 070","CEUFMS10939","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00665","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00666","organizar","GAV 070","CEUFMS10940","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00666","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00667","organizar","GAV 070","CEUFMS10941","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00667","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00668","organizar","GAV 070","CEUFMS10942","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00668","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00669","organizar","GAV 070","CEUFMS10943","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00669","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00670","organizar","GAV 070","CEUFMS10944","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00670","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00671","organizar","GAV 070","CEUFMS10945","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00671","x"
