"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2018-06-12","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00707","ARM006 ZUFMS seca","GAV 112","nenhum","nenhum","nenhum","Pseudomastax graciollii Olivier, 2018 sp. nov.","Pseudomastax graciollii","Bolívar, 1914","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Eumastacidae","Pseudomastacinae","Pseudomastacini","Pseudomastax","x","graciollii","x","espécie","aceito","x","indeterminado","ICZN","sp. nov.","OLIVIER, R. S.","2018-06","parátipo","RAFAEL, J. A.; AGUDELO, A.; SOMAVILLA, A.","x","x","23","05","2011","x","2011-05-18/2011-05-23","23.V.2011","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Amazonas","Ipixuna","x","Rio Gregório","7°10'11.7""S","70°49'10.3""W","-7.169917","-70.819528","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","com lago grande","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","genitália em frasco","em coleção","x","x","x","Doação pelo INPA por intermédio de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00707","x"
"2018-07-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00708","ARMINV 003 ZUFMS ÚMIDA","ORTN; HEXAPODA P003","nenhum","ZUFMS-AMP11074","presa de Leptodactylus chaquensis","Scapteriscus sp. Scudder, 1868","Scapteriscus","Scudder, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Gryllotalpidae","Scapteriscinae","Scapteriscini","Scapteriscus","x","x","x","gênero","aceito","x","paquinha","ICZN","sp.","OLIVIER, R. S.","2017-12-10","voucher","RAGALZI, E.; CERON, K.; PIATTI, L.; SEVERO-NETO, F.","KC714","x","10","12","2017","x","2017-12-10","10.XII.2017","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","Bacia do Paraguai","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'37""S","57°00'42""W","-19.576944","-57.011667","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%); tecido (EDTA)",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material em estudo por Karoline Ceron","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00708","x"
"2018-07-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00709","ARMINV 003 ZUFMS ÚMIDA","ORTN; HEXAPODA P003","nenhum","ZUFMS-AMP11074","presa de Leptodactylus chaquensis","Scapteriscus sp. Scudder, 1868","Scapteriscus","Scudder, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Gryllotalpidae","Scapteriscinae","Scapteriscini","Scapteriscus","x","x","x","gênero","aceito","x","paquinha","ICZN","sp.","OLIVIER, R. S.","2017-12-10","voucher","RAGALZI, E.; CERON, K.; PIATTI, L.; SEVERO-NETO, F.","KC714","x","10","12","2017","x","2017-12-10","10.XII.2017","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","Bacia do Paraguai","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'37""S","57°00'42""W","-19.576944","-57.011667","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%); tecido (EDTA)",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material em estudo por Karoline Ceron","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00709","x"
"2018-09-17","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00710","Sala Coleção Seca I","ORTO; GAV108","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO022","x","14","12","2015","x","2015-12-11/2015-12-14","14.XII.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00710","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00711","Sala Coleção Seca I","ORTO; GAV108","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO030","x","14","12","2015","x","2015-12-11/2015-12-14","14.XII.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%), asas (lâmina)",1,"macho","não informado","adulto","não informado","selvagem","não informado","2 tégminas anteriores e 1 asa membranosa posterior em lâmina","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00711","x"
"2018-09-17","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00712","Sala Coleção Seca I","ORTO; GAV108","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO031","x","14","12","2015","x","2015-12-11/2015-12-14","14.XII.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00712","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00713","Sala Coleção Seca I","ORTP; GAV108","nenhum","nenhum","nenhum","Hyperophora major Brunner von Wattenwyl, 1878","Hyperophora major","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","major","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO129","x","23","02","2017","x","2017-02-23","23.II.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","asas (lâmina)",1,"macho","não informado","adulto","não informado","selvagem","não informado","2 tégminas anteriores e 1 asa membranosa posterior em lâmina; espécime picotado para análise","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00713","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00714","Sala Coleção Seca I","GAV108","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO130","x","23","02","2017","x","2017-02-23","23.II.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","asas (lâmina)",1,"macho","não informado","adulto","não informado","selvagem","não informado","2 tégminas anteriores e 1 asa membranosa posterior em lâmina; espécime picotado para análise","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00714","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00715","Sala Coleção Seca I","ORTP; GAV108","nenhum","nenhum","nenhum","Hyperophora major Brunner von Wattenwyl, 1878","Hyperophora major","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","major","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO131","x","23","02","2017","x","2017-02-23","23.II.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%); asas (lâmina)",1,"macho","não informado","adulto","não informado","selvagem","não informado","2 tégminas anteriores e 1 asa membranosa posterior em lâmina","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00715","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00716","Sala Coleção Seca I","ORTP; GAV108","nenhum","nenhum","nenhum","Hyperophora major Brunner von Wattenwyl, 1878","Hyperophora major","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","major","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO132","x","23","02","2017","x","2017-02-23","23.II.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00716","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00717","Sala Coleção Seca I","ORTQ; GAV108","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO134","x","23","02","2017","x","2017-02-23","23.II.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00717","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00718","Sala Coleção Seca I","ORTQ; GAV108","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017","voucher","CHAMORRO-RENGIFO, J.","BIO133","x","23","02","2017","x","2017-02-23","23.II.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","material estudado por Juliana Chamorro Rengifo","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-ORT00718","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00719","organizar","THO01","TRF0001","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R.; ARANDA, R.; MELLO, E.","x","x","10","03","2016","x","2016-03-10","10.III.2016","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'3.93""S","55°37'17.02""W","-20.451092","-55.621394","x","WGS84","x","389","389","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00719","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00720","organizar","THO01","TRF0002","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.","x","x","13","11","2015","x","2015-11-13","13.XI.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jaraguari","x","Furnas do Dionísio","20°08'55.98""S","54°34'06.56""W","-20.148883","-54.568489","x","WGS84","x","468","468","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00720","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00721","organizar","THO01","TRF0003","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R.; ARANDA, R.; MELLO, E.","x","x","10","03","2016","x","2016-03-10","10.III.2016","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'3.93""S","55°37'17.02""W","-20.451092","-55.621394","x","WGS84","x","389","389","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00721","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00722","organizar","THO01","TRF0004","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.; CHAMORRO, J.; MONTEIRO, U.","x","x","21","12","2015","x","2015-12-21","21.XII.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00722","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00723","organizar","THO01","TRF0005","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.","x","x","13","11","2015","x","2015-11-13","13.XI.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jaraguari","x","Furnas do Dionísio","20°08'55.98""S","54°34'06.56""W","-20.148883","-54.568489","x","WGS84","x","468","468","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00723","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00724","organizar","THO01","TRF0006","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","JUSTINO, M. H.","x","x","18","01","2016","x","2016-01-08/2016-01-18","08-18.I.2016","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corguinho","Taboco","Estância Quinta do Sol","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00724","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00725","organizar","THO01","TRF0007","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.; CHAMORRO, J.; COSTA, P. J.","x","x","19","01","2017","x","2017-01-19","19.I.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.5""S","55°37'20.8""W","-20.450139","-55.622444","x","WGS84","x","394","394","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00725","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00726","organizar","THO01","TRF0008","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.; CHAMORRO, J.; COSTA, P. J.","x","x","19","01","2017","x","2017-01-19","19.I.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.5""S","55°37'20.8""W","-20.450139","-55.622444","x","WGS84","x","394","394","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00726","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00727","organizar","THO01","TRF0009","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.; CHAMORRO, J.; COSTA, P. J.","x","x","19","01","2017","x","2017-01-19","19.I.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.5""S","55°37'20.8""W","-20.450139","-55.622444","x","WGS84","x","394","394","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00727","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00728","organizar","THO01","TRF0010","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2018-05-20","voucher","OLIVIER, R. S.","x","x","23","01","2017","x","2017-01-23","23.I.2017","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Próximo Cophavila I e Córrego Lagoa","20°32'33.7""S","54°40'58.3""W","-20.542694","-54.682861","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Renan Olivier","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00728","x"
